Date,AAPL_Close,AAPL_Volume,TSLA_Close,TSLA_Volume,MSFT_Close,MSFT_Volume,META_Close,META_Volume,GOOG_Close,GOOG_Volume
2018-01-02,43.064998626708984,102223600,21.368667602539062,65283000,85.94999694824219,22483800,181.4199981689453,18151900,53.25,24752000
2018-01-03,43.057498931884766,118071600,21.149999618530273,67822500,86.3499984741211,26061400,184.6699981689453,16886600,54.124000549316406,28604000
2018-01-04,43.25749969482422,89738400,20.974666595458984,149194500,87.11000061035156,21912000,184.3300018310547,13880900,54.31999969482422,20092000
2018-01-05,43.75,94640000,21.10533332824707,68868000,88.19000244140625,23407100,186.85000610351562,13574500,55.11149978637695,25582000
2018-01-08,43.587501525878906,82271200,22.42733383178711,147891000,88.27999877929688,22113000,188.27999877929688,17994700,55.34700012207031,20952000
2018-01-09,43.58250045776367,86336000,22.246000289916992,107199000,88.22000122070312,19484300,187.8699951171875,12393100,55.3129997253418,18050000
2018-01-10,43.5724983215332,95839600,22.31999969482422,64648500,87.81999969482422,18652200,187.83999633789062,10529900,55.13050079345703,20856000
2018-01-11,43.81999969482422,74670800,22.530000686645508,99682500,88.08000183105469,17808900,187.77000427246094,9588600,55.2760009765625,19566000
2018-01-12,44.272499084472656,101672400,22.4146671295166,72376500,89.5999984741211,24271500,179.3699951171875,77551300,56.112998962402344,34410000
2018-01-16,44.04750061035156,118263600,22.67066764831543,97114500,88.3499984741211,36599700,178.38999938964844,36183800,56.0880012512207,31506000
2018-01-17,44.775001525878906,137547200,23.143999099731445,106552500,90.13999938964844,25621200,177.60000610351562,27992400,56.5989990234375,24052000
2018-01-18,44.814998626708984,124773600,22.971332550048828,85287000,90.0999984741211,24159700,179.8000030517578,23304900,56.489498138427734,23964000
2018-01-19,44.6150016784668,129700400,23.334667205810547,73324500,90.0,36875000,181.2899932861328,26826500,56.8754997253418,35564000
2018-01-22,44.25,108434400,23.437332153320312,93156000,91.61000061035156,23601600,185.3699951171875,21059500,57.79050064086914,32360000
2018-01-23,44.2599983215332,130756400,23.519332885742188,81981000,91.9000015258789,23412800,189.35000610351562,25678800,58.49850082397461,26662000
2018-01-24,43.55500030517578,204420400,23.05933380126953,79312500,91.81999969482422,33277500,186.5500030517578,24334500,58.21200180053711,28332000
2018-01-25,42.77750015258789,166116000,22.50933265686035,101104500,92.33000183105469,26383200,187.47999572753906,17377700,58.51850128173828,29610000
2018-01-26,42.877498626708984,156572000,22.856666564941406,68091000,94.05999755859375,29172200,190.0,17759200,58.79199981689453,40376000
2018-01-29,41.9900016784668,202561600,23.302000045776367,71206500,93.91999816894531,31569900,185.97999572753906,20453200,58.77899932861328,27578000
2018-01-30,41.74250030517578,184192800,23.05466651916504,70765500,92.73999786376953,38635100,187.1199951171875,20858600,58.18450164794922,31126000
2018-01-31,41.85749816894531,129915600,23.62066650390625,93211500,95.01000213623047,48756300,186.88999938964844,43275100,58.49700164794922,30774000
2018-02-01,41.94499969482422,188923200,23.28333282470703,62965500,94.26000213623047,47227900,193.08999633789062,54211300,58.3849983215332,48242000
2018-02-02,40.125,346375200,22.916667938232422,55572000,91.77999877929688,47867800,190.27999877929688,26677500,55.595001220703125,97158000
2018-02-05,39.122501373291016,290954000,22.208667755126953,66961500,88.0,51031500,181.25999450683594,33128200,52.790000915527344,75966000
2018-02-06,40.75749969482422,272975200,22.264667510986328,76326000,91.33000183105469,67998600,185.30999755859375,37758500,54.029998779296875,68960000
2018-02-07,39.8849983215332,206434400,23.0,104538000,89.61000061035156,41107600,180.17999267578125,27601900,52.42900085449219,47384000
2018-02-08,38.787498474121094,217562000,21.01533317565918,154719000,85.01000213623047,55628700,171.5800018310547,38478300,50.07600021362305,57182000
2018-02-09,39.102500915527344,282690400,20.69466781616211,194005500,88.18000030517578,63499100,176.11000061035156,39887600,51.888999938964844,70118000
2018-02-12,40.6775016784668,243278000,21.048667907714844,93417000,89.12999725341797,35720300,176.41000366210938,32092100,52.59700012207031,41154000
2018-02-13,41.084999084472656,130196800,21.577333450317383,68403000,89.83000183105469,26407700,173.14999389648438,21809400,52.60499954223633,25302000
2018-02-14,41.842498779296875,162579600,21.487333297729492,59260500,90.80999755859375,34960900,179.52000427246094,28929700,53.48500061035156,31116000
2018-02-15,43.247501373291016,204588800,22.271333694458008,88693500,92.66000366210938,27823900,179.9600067138672,20922100,54.47600173950195,36868000
2018-02-16,43.10749816894531,160704400,22.365999221801758,84639000,92.0,30596900,177.36000061035156,20645300,54.7400016784668,33590000
2018-02-20,42.962501525878906,135722000,22.31800079345703,60141000,92.72000122070312,30911700,176.00999450683594,21204900,55.12300109863281,28462000
2018-02-21,42.76750183105469,149886400,22.219999313354492,48294000,91.48999786376953,26922500,177.91000366210938,23200800,55.56700134277344,30258000
2018-02-22,43.125,123967600,23.077999114990234,104547000,91.7300033569336,24392800,178.99000549316406,18464200,55.33150100708008,26344000
2018-02-23,43.875,135249600,23.469999313354492,87261000,94.05999755859375,26329200,183.2899932861328,19007300,56.339500427246094,25220000
2018-02-26,44.74250030517578,152648800,23.827999114990234,65100000,95.41999816894531,30199800,184.92999267578125,17599700,57.1875,31182000
2018-02-27,44.59749984741211,155712400,23.39933204650879,71961000,94.19999694824219,25869100,181.4600067138672,15849800,55.91450119018555,35482000
2018-02-28,44.529998779296875,151128400,22.87066650390625,91045500,93.7699966430664,31167300,178.32000732421875,18783000,55.23649978637695,37652000
2018-03-01,43.75,195208000,22.062000274658203,103284000,92.8499984741211,37135600,175.94000244140625,23201600,53.47600173950195,50318000
2018-03-02,44.0525016784668,153816000,22.341333389282227,76392000,93.05000305175781,32830400,176.6199951171875,20025900,53.94599914550781,45432000
2018-03-05,44.20500183105469,113605600,22.22333335876465,57357000,93.63999938964844,23901600,180.39999389648438,16189300,54.54650115966797,24044000
2018-03-06,44.16749954223633,95154000,21.8799991607666,64285500,93.31999969482422,22175800,179.77999877929688,15086800,54.75299835205078,30656000
2018-03-07,43.75749969482422,126814000,22.15333366394043,75109500,93.86000061035156,26716100,183.7100067138672,19097300,55.481998443603516,25850000
2018-03-08,44.23500061035156,95096400,21.940000534057617,53493000,94.43000030517578,25887800,182.33999633789062,17225900,56.29999923706055,27102000
2018-03-09,44.994998931884766,128740800,21.81133270263672,82602000,96.54000091552734,36937300,185.22999572753906,18526300,58.00199890136719,42560000
2018-03-12,45.43000030517578,128828400,23.034000396728516,123960000,96.7699966430664,26073700,184.75999450683594,15301200,58.224998474121094,43446000
2018-03-13,44.99250030517578,126774000,22.78933334350586,89487000,94.41000366210938,35387800,181.8800048828125,18067500,56.90850067138672,38144000
2018-03-14,44.61000061035156,117473600,21.775333404541016,119511000,93.8499984741211,32132000,184.19000244140625,16821700,57.4744987487793,25828000
2018-03-15,44.662498474121094,90975200,21.706666946411133,98472000,94.18000030517578,27611000,183.86000061035156,15614300,57.479000091552734,27908000
2018-03-16,44.505001068115234,157618800,21.42333221435547,91759500,94.5999984741211,49081300,185.08999633789062,24403400,56.7864990234375,61840000
2018-03-19,43.82500076293945,133787200,20.90399932861328,112264500,92.88999938964844,33344100,172.55999755859375,88140100,54.99100112915039,56118000
2018-03-20,43.810001373291016,78597600,20.703332901000977,71464500,93.12999725341797,23075200,168.14999389648438,129851800,54.885501861572266,36638000
2018-03-21,42.817501068115234,148219600,21.101999282836914,89376000,92.4800033569336,24457100,169.38999938964844,106598800,54.54399871826172,37578000
2018-03-22,42.212501525878906,165963200,20.606666564941406,74097000,89.79000091552734,38604700,164.88999938964844,73743000,52.45399856567383,53340000
2018-03-23,41.23500061035156,164115200,20.1026668548584,99823500,87.18000030517578,44068900,159.38999938964844,53609700,51.07849884033203,43134000
2018-03-26,43.192501068115234,150164800,20.278667449951172,125628000,93.77999877929688,56396800,160.05999755859375,126116600,52.660499572753906,53302000
2018-03-27,42.084999084472656,163690400,18.61199951171875,208080000,89.47000122070312,56569000,152.22000122070312,79117000,50.255001068115234,61906000
2018-03-28,41.619998931884766,166674000,17.185333251953125,315021000,89.38999938964844,52501100,153.02999877929688,60029200,50.22800064086914,67386000
2018-03-29,41.94499969482422,153594000,17.742000579833984,227560500,91.2699966430664,45867500,159.7899932861328,59434300,51.589500427246094,54536000
2018-04-02,41.66999816894531,150347200,16.832000732421875,241710000,88.5199966430664,48515400,155.38999938964844,36796000,50.32350158691406,53608000
2018-04-03,42.09749984741211,121112000,17.8353328704834,282666000,89.70999908447266,37213800,156.11000061035156,42543900,50.670501708984375,45502000
2018-04-04,42.90250015258789,138422000,19.12933349609375,298450500,92.33000183105469,35560000,155.10000610351562,49885600,51.25699996948242,49694000
2018-04-05,43.20000076293945,107732800,20.381332397460938,286816500,92.37999725341797,29771900,159.33999633789062,41449600,51.390499114990234,27260000
2018-04-06,42.095001220703125,140021200,19.953332901000977,202804500,90.2300033569336,38026000,157.1999969482422,41644800,50.35200119018555,34928000
2018-04-09,42.51250076293945,116070800,19.310667037963867,153747000,90.7699966430664,31533900,157.92999267578125,34915200,50.772499084472656,35032000
2018-04-10,43.3125,113634400,20.31333351135254,164847000,92.87999725341797,26812000,165.0399932861328,57889300,51.582000732421875,39490000
2018-04-11,43.11000061035156,89726400,20.062000274658203,112243500,91.86000061035156,24872100,166.32000732421875,56144600,50.99850082397461,29678000
2018-04-12,43.53499984741211,91557200,19.60533332824707,114132000,93.58000183105469,26758900,163.8699951171875,38263000,51.6254997253418,27140000
2018-04-13,43.682498931884766,100497200,20.022666931152344,109908000,93.08000183105469,23346100,164.52000427246094,19990600,51.4635009765625,24460000
2018-04-16,43.95500183105469,86313600,19.413999557495117,95077500,94.16999816894531,20288100,164.8300018310547,18119400,51.89899826049805,24224000
2018-04-17,44.560001373291016,106421600,19.179332733154297,105000000,96.06999969482422,26771000,168.66000366210938,22743000,53.70800018310547,46406000
2018-04-18,44.459999084472656,83018000,19.55666732788086,98365500,96.44000244140625,21043300,166.36000061035156,20969600,53.604000091552734,26882000
2018-04-19,43.20000076293945,139235200,20.005332946777344,91359000,96.11000061035156,23552500,168.10000610351562,22235000,54.3849983215332,34954000
2018-04-20,41.43000030517578,261964400,19.349332809448242,84418500,95.0,31154400,166.27999877929688,19119400,53.64799880981445,37794000
2018-04-23,41.310001373291016,146062000,18.891332626342773,73401000,95.3499984741211,22331800,165.83999633789062,23088100,53.372501373291016,46826000
2018-04-24,40.73500061035156,134768000,18.8973331451416,85279500,93.12000274658203,34524800,159.69000244140625,35079900,50.999000549316406,95206000
2018-04-25,40.912498474121094,113528400,18.71266746520996,60204000,92.30999755859375,33729300,159.69000244140625,41083600,51.058998107910156,47822000
2018-04-26,41.05500030517578,111852000,19.031999588012695,65340000,94.26000213623047,42529000,174.16000366210938,77556900,52.00199890136719,41590000
2018-04-27,40.58000183105469,142623200,19.60533332824707,65469000,95.81999969482422,48272800,173.58999633789062,29804700,51.502498626708984,32396000
2018-04-30,41.314998626708984,169709600,19.593332290649414,63423000,93.5199966430664,41523600,172.0,20750500,50.86650085449219,33426000
2018-05-01,42.275001525878906,214277600,19.994667053222656,69384000,95.0,31408900,173.86000061035156,26025900,51.865501403808594,28558000
2018-05-02,44.14250183105469,266157600,20.07666778564453,134556000,93.51000213623047,27471000,176.07000732421875,30424500,51.21900177001953,32062000
2018-05-03,44.22249984741211,136272800,18.963333129882812,260281500,94.06999969482422,31142500,174.02000427246094,24026100,51.18600082397461,36302000
2018-05-04,45.95750045776367,224805200,19.606000900268555,128541000,95.16000366210938,22531300,176.61000061035156,17677800,52.410499572753906,38774000
2018-05-07,46.290000915527344,169805600,20.184667587280273,130173000,96.22000122070312,24242000,177.97000122070312,18697200,52.739498138427734,29322000
2018-05-08,46.51250076293945,113611200,20.131332397460938,88950000,95.80999755859375,23484600,178.9199981689453,15577200,52.695499420166016,24354000
2018-05-09,46.84000015258789,92844800,20.456666946411133,85911000,96.94000244140625,27327400,182.66000366210938,23282800,54.13800048828125,40656000
2018-05-10,47.5099983215332,111957200,20.334667205810547,84774000,97.91000366210938,22388100,185.52999877929688,21071400,54.878501892089844,28860000
2018-05-11,47.147499084472656,104848800,20.070667266845703,70194000,97.69999694824219,16778300,186.99000549316406,21207800,54.91299819946289,25074000
2018-05-14,47.037498474121094,83115200,19.46466636657715,109302000,98.02999877929688,19454100,186.63999938964844,15646700,55.0099983215332,30362000
2018-05-15,46.61000061035156,94780800,18.94533348083496,142788000,97.31999969482422,24594000,184.32000732421875,15429400,53.96149826049805,29898000
2018-05-16,47.04499816894531,76732400,19.09866714477539,85110000,97.1500015258789,17384700,183.1999969482422,16975500,54.0885009765625,21946000
2018-05-17,46.747501373291016,69176000,18.96933364868164,66309000,96.18000030517578,17246700,183.75999450683594,14840700,53.929500579833984,20876000
2018-05-18,46.57749938964844,73190800,18.454666137695312,108778500,96.36000061035156,17865800,182.67999267578125,13130500,53.31800079345703,31304000
2018-05-21,46.907501220703125,73603200,18.965999603271484,137739000,97.5999984741211,19422500,184.49000549316406,13532900,53.979000091552734,20464000
2018-05-22,46.790000915527344,60962800,18.333999633789062,134187000,97.5,15441200,183.8000030517578,12731400,53.48649978637695,21800000
2018-05-23,47.09000015258789,80233600,18.60466766357422,89776500,98.66000366210938,21251200,186.89999389648438,16628100,53.984500885009766,21214000
2018-05-24,47.037498474121094,92936000,18.523332595825195,62650500,98.30999755859375,26649300,185.92999267578125,12354700,53.96200180053711,15336000
2018-05-25,47.14500045776367,69844000,18.59000015258789,58126500,98.36000061035156,18363900,184.9199981689453,10965100,53.78300094604492,17988000
2018-05-29,46.974998474121094,90056400,18.917333602905273,84999000,98.01000213623047,28671000,185.74000549316406,16398900,53.01599884033203,37302000
2018-05-30,46.875,74762000,19.447999954223633,112345500,98.94999694824219,22158500,187.6699981689453,13736900,53.38999938964844,22770000
2018-05-31,46.717498779296875,109931200,18.98200035095215,88795500,98.83999633789062,34140900,191.77999877929688,30782600,54.2495002746582,61766000
2018-06-01,47.560001373291016,93770000,19.454666137695312,81366000,100.79000091552734,28655600,193.99000549316406,17307200,55.974998474121094,48432000
2018-06-04,47.95750045776367,105064800,19.78266716003418,71967000,101.66999816894531,27281600,193.27999877929688,18939800,56.964500427246094,37792000
2018-06-05,48.32749938964844,86264000,19.408666610717773,89928000,102.19000244140625,23514400,192.94000244140625,15544300,56.983001708984375,33560000
2018-06-06,48.494998931884766,83734400,21.299999237060547,281509500,102.48999786376953,21122900,191.33999633789062,22558900,56.84400177001953,33964000
2018-06-07,48.3650016784668,85388800,21.07266616821289,215179500,100.87999725341797,28232200,188.17999267578125,21503200,56.19300079345703,30400000
2018-06-08,47.92499923706055,106627200,21.17733383178711,123078000,101.62999725341797,22165100,189.10000610351562,12677100,56.04349899291992,25816000
2018-06-11,47.807498931884766,73234000,22.139999389648438,197752500,101.05000305175781,23490900,191.5399932861328,12928900,56.4995002746582,21586000
2018-06-12,48.06999969482422,67644400,22.851333618164062,335211000,101.30999755859375,18325200,192.39999389648438,11562700,56.965999603271484,18240000
2018-06-13,47.67499923706055,86553600,22.985332489013672,142047000,100.8499984741211,29492900,192.41000366210938,15853800,56.739498138427734,30128000
2018-06-14,47.70000076293945,86440400,23.847999572753906,164715000,101.41999816894531,25691800,196.80999755859375,19120900,57.60599899291992,26868000
2018-06-15,47.209999084472656,246876800,23.878000259399414,162724500,100.12999725341797,65738600,195.85000610351562,21860900,57.612998962402344,42450000
2018-06-18,47.185001373291016,73939600,24.722000122070312,181098000,100.86000061035156,23586000,198.30999755859375,16826000,58.67300033569336,28274000
2018-06-19,46.42250061035156,134314000,23.503332138061523,191428500,100.86000061035156,28653100,197.49000549316406,19994000,58.40299987792969,32420000
2018-06-20,46.625,82514800,24.148000717163086,125755500,101.87000274658203,26180800,202.0,28230900,58.492000579833984,32970000
2018-06-21,46.3650016784668,102847600,23.167333602905273,119506500,101.13999938964844,23198200,201.5,19045700,57.882999420166016,24762000
2018-06-22,46.22999954223633,108801600,22.242000579833984,153991500,100.41000366210938,38923100,201.74000549316406,17420200,57.77399826049805,26220000
2018-06-25,45.54249954223633,126652400,22.200666427612305,103969500,98.38999938964844,35433300,196.35000610351562,25275100,56.240501403808594,43146000
2018-06-26,46.10749816894531,98276800,22.799999237060547,111787500,99.08000183105469,26897200,199.0,17897600,55.92300033569336,31264000
2018-06-27,46.040000915527344,101141200,22.96666717529297,125005500,97.54000091552734,31298400,195.83999633789062,18734400,55.19900131225586,25878000
2018-06-28,46.375,69460800,23.32866668701172,125970000,98.62999725341797,26650700,196.22999572753906,18172400,55.71099853515625,21448000
2018-06-29,46.27750015258789,90950800,22.863332748413086,97386000,98.61000061035156,28053200,194.32000732421875,15811600,55.782501220703125,26302000
2018-07-02,46.79499816894531,70925200,22.33799934387207,281397000,100.01000213623047,19564500,197.36000061035156,13961600,56.37300109863281,24346000
2018-07-03,45.97999954223633,55819200,20.724000930786133,184239000,99.05000305175781,14670300,192.72999572753906,13489500,55.144500732421875,13580000
2018-07-05,46.349998474121094,66416800,20.610666275024414,262146000,99.76000213623047,18977400,198.4499969482422,19684200,56.2135009765625,21334000
2018-07-06,46.99250030517578,69940800,20.593332290649414,132982500,101.16000366210938,19234600,203.22999572753906,19740100,57.00849914550781,19922000
2018-07-09,47.64500045776367,79026400,21.233999252319336,113952000,101.8499984741211,18212000,204.74000549316406,18149400,57.70249938964844,18180000
2018-07-10,47.587501525878906,63756400,21.49799919128418,142072500,102.12000274658203,19293100,203.5399932861328,13190100,57.641998291015625,15968000
2018-07-11,46.970001220703125,75326000,21.263999938964844,73261500,101.9800033569336,19644600,202.5399932861328,12927400,57.69499969482422,22400000
2018-07-12,47.75749969482422,72164400,21.11400032043457,85818000,104.19000244140625,24335900,206.9199981689453,15454700,59.17399978637695,25038000
2018-07-13,47.83250045776367,50055600,21.257999420166016,88047000,105.43000030517578,24635200,207.32000732421875,11486800,59.441001892089844,24438000
2018-07-16,47.727500915527344,60172400,20.67333221435547,117280500,104.91000366210938,21786900,207.22999572753906,11078200,59.19300079345703,21114000
2018-07-17,47.86249923706055,62138000,21.512666702270508,104943000,105.94999694824219,25901700,209.99000549316406,15349900,59.939998626708984,32208000
2018-07-18,47.599998474121094,65573600,21.59000015258789,84363000,105.12000274658203,29493900,209.36000061035156,15334900,59.79399871826172,27872000
2018-07-19,47.970001220703125,81147200,21.34866714477539,88729500,104.4000015258789,40171600,208.08999633789062,11350400,59.347999572753906,25534000
2018-07-20,47.86000061035156,82704800,20.905332565307617,77433000,106.2699966430664,56004000,209.94000244140625,16163900,59.24549865722656,24948000
2018-07-23,47.90250015258789,63957600,20.213333129882812,164893500,107.97000122070312,29707000,210.91000366210938,16732000,60.275001525878906,52384000
2018-07-24,48.25,74791600,19.82866668701172,143862000,107.66000366210938,26316600,214.6699981689453,28468700,62.40399932861328,66364000
2018-07-25,48.70500183105469,66839600,20.582666397094727,106131000,110.83000183105469,30702100,217.5,58954200,63.185001373291016,42556000
2018-07-26,48.5525016784668,76304000,20.44333267211914,69457500,109.62000274658203,31372100,176.25999450683594,169803700,63.416500091552734,48112000
2018-07-27,47.744998931884766,96096000,19.812000274658203,85549500,107.68000030517578,37005300,174.88999938964844,60073700,61.92499923706055,42612000
2018-07-30,47.477500915527344,84118000,19.344667434692383,102211500,105.37000274658203,34668300,171.05999755859375,65280800,60.98699951171875,36998000
2018-07-31,47.5724983215332,157492000,19.875999450683594,76153500,106.08000183105469,27655200,172.5800018310547,40356500,60.862998962402344,32894000
2018-08-01,50.375,271742800,20.055999755859375,151941000,106.27999877929688,23628700,171.64999389648438,34042100,61.0004997253418,31344000
2018-08-02,51.84749984741211,249616000,23.30266761779785,348225000,107.56999969482422,26104300,176.3699951171875,32400000,61.307498931884766,30626000
2018-08-03,51.997501373291016,133789600,23.211332321166992,204847500,108.04000091552734,18659600,177.77999877929688,24763400,61.18550109863281,21792000
2018-08-06,52.26750183105469,101701600,22.799333572387695,128464500,108.12999725341797,20265900,185.69000244140625,49716200,61.23849868774414,21634000
2018-08-07,51.77750015258789,102349600,25.30466651916504,463137000,108.87999725341797,16080200,183.80999755859375,33398600,62.111000061035156,29880000
2018-08-08,51.8125,90102000,24.689332962036133,368568000,109.48999786376953,15487500,185.17999267578125,22205200,62.28049850463867,27406000
2018-08-09,52.220001220703125,93970400,23.496667861938477,257757000,109.66999816894531,13677200,183.08999633789062,19732100,62.45500183105469,16972000
2018-08-10,51.88249969482422,98444800,23.69933319091797,173280000,109.0,18183700,180.25999450683594,21500400,61.88050079345703,22174000
2018-08-13,52.217498779296875,103563600,23.76066780090332,156958500,108.20999908447266,18472500,180.0500030517578,17423300,61.7504997253418,19946000
2018-08-14,52.4375,82992000,23.176000595092773,104796000,109.55999755859375,16788300,181.11000061035156,19102000,62.10499954223633,26962000
2018-08-15,52.560001373291016,115230400,22.57933235168457,136519500,107.66000366210938,29982800,179.52999877929688,33020200,60.71900177001953,36576000
2018-08-16,53.33000183105469,114001600,22.363332748413086,90960000,107.63999938964844,21384300,174.6999969482422,31351800,60.324501037597656,26864000
2018-08-17,54.39500045776367,141708000,20.366666793823242,284379000,107.58000183105469,18061500,173.8000030517578,24893200,60.04800033569336,27792000
2018-08-20,53.8650016784668,121150800,20.562667846679688,261034500,106.87000274658203,17914200,172.5,21518000,60.38850021362305,17416000
2018-08-21,53.7599983215332,104639200,21.459999084472656,197583000,105.9800033569336,22881900,172.6199951171875,19578500,60.08100128173828,24112000
2018-08-22,53.76250076293945,76072400,21.44266700744629,89190000,107.05999755859375,18000600,173.63999938964844,16894100,60.36650085449219,17748000
2018-08-23,53.872501373291016,75532800,21.34000015258789,77209500,107.55999755859375,18167700,172.89999389648438,18053600,60.26900100708008,19852000
2018-08-24,54.040000915527344,73905600,21.521333694458008,54039000,108.4000015258789,17234000,174.64999389648438,14631600,61.032501220703125,18932000
2018-08-27,54.48500061035156,82100400,21.284666061401367,196189500,109.5999984741211,19662300,177.4600067138672,17921900,62.090999603271484,23126000
2018-08-28,54.92499923706055,91107200,20.790666580200195,114736500,110.26000213623047,19151500,176.25999450683594,15910700,61.557498931884766,26080000
2018-08-29,55.744998931884766,109019200,20.333999633789062,111711000,112.0199966430664,20818000,175.89999389648438,18494100,62.46500015258789,25978000
